2024-02-05 19:31:35,003 INFO    StreamThr :5212 [internal.py:wandb_internal():86] W&B internal server running at pid: 5212, started at: 2024-02-05 19:31:35.003433
2024-02-05 19:31:35,004 DEBUG   HandlerThread:5212 [handler.py:handle_request():146] handle_request: status
2024-02-05 19:31:35,005 INFO    WriterThread:5212 [datastore.py:open_for_write():87] open: /home/jovyan/Brax-Rodent-Run/wandb/run-20240205_193135-gskcwfv0/run-gskcwfv0.wandb
2024-02-05 19:31:35,006 DEBUG   SenderThread:5212 [sender.py:send():382] send: header
2024-02-05 19:31:35,009 DEBUG   SenderThread:5212 [sender.py:send():382] send: run
2024-02-05 19:31:36,486 INFO    SenderThread:5212 [dir_watcher.py:__init__():211] watching files in: /home/jovyan/Brax-Rodent-Run/wandb/run-20240205_193135-gskcwfv0/files
2024-02-05 19:31:36,486 INFO    SenderThread:5212 [sender.py:_start_run_threads():1136] run started: gskcwfv0 with start time 1707161495.003372
2024-02-05 19:31:36,492 DEBUG   HandlerThread:5212 [handler.py:handle_request():146] handle_request: check_version
2024-02-05 19:31:36,492 DEBUG   SenderThread:5212 [sender.py:send_request():409] send_request: check_version
2024-02-05 19:31:36,544 DEBUG   HandlerThread:5212 [handler.py:handle_request():146] handle_request: run_start
2024-02-05 19:31:36,567 DEBUG   HandlerThread:5212 [system_info.py:__init__():27] System info init
2024-02-05 19:31:36,568 DEBUG   HandlerThread:5212 [system_info.py:__init__():42] System info init done
2024-02-05 19:31:36,568 INFO    HandlerThread:5212 [system_monitor.py:start():194] Starting system monitor
2024-02-05 19:31:36,568 INFO    SystemMonitor:5212 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-02-05 19:31:36,568 INFO    HandlerThread:5212 [system_monitor.py:probe():214] Collecting system info
2024-02-05 19:31:36,568 INFO    SystemMonitor:5212 [interfaces.py:start():190] Started cpu monitoring
2024-02-05 19:31:36,568 INFO    SystemMonitor:5212 [interfaces.py:start():190] Started disk monitoring
2024-02-05 19:31:36,569 INFO    SystemMonitor:5212 [interfaces.py:start():190] Started gpu monitoring
2024-02-05 19:31:36,569 INFO    SystemMonitor:5212 [interfaces.py:start():190] Started memory monitoring
2024-02-05 19:31:36,570 INFO    SystemMonitor:5212 [interfaces.py:start():190] Started network monitoring
2024-02-05 19:31:36,577 DEBUG   HandlerThread:5212 [system_info.py:probe():151] Probing system
2024-02-05 19:31:36,579 DEBUG   HandlerThread:5212 [system_info.py:_probe_git():136] Probing git
2024-02-05 19:31:36,583 DEBUG   HandlerThread:5212 [system_info.py:_probe_git():144] Probing git done
2024-02-05 19:31:36,583 DEBUG   HandlerThread:5212 [system_info.py:probe():199] Probing system done
