2024-02-05 23:53:16,811 INFO    StreamThr :8018 [internal.py:wandb_internal():86] W&B internal server running at pid: 8018, started at: 2024-02-05 23:53:16.811610
2024-02-05 23:53:16,812 DEBUG   HandlerThread:8018 [handler.py:handle_request():146] handle_request: status
2024-02-05 23:53:16,813 INFO    WriterThread:8018 [datastore.py:open_for_write():87] open: /home/jovyan/Brax-Rodent-Run/wandb/run-20240205_235316-npj2oh12/run-npj2oh12.wandb
2024-02-05 23:53:16,814 DEBUG   SenderThread:8018 [sender.py:send():382] send: header
2024-02-05 23:53:16,816 DEBUG   SenderThread:8018 [sender.py:send():382] send: run
2024-02-05 23:53:17,091 INFO    SenderThread:8018 [dir_watcher.py:__init__():211] watching files in: /home/jovyan/Brax-Rodent-Run/wandb/run-20240205_235316-npj2oh12/files
2024-02-05 23:53:17,091 INFO    SenderThread:8018 [sender.py:_start_run_threads():1136] run started: npj2oh12 with start time 1707177196.811601
2024-02-05 23:53:17,096 DEBUG   HandlerThread:8018 [handler.py:handle_request():146] handle_request: check_version
2024-02-05 23:53:17,096 DEBUG   SenderThread:8018 [sender.py:send_request():409] send_request: check_version
2024-02-05 23:53:17,145 DEBUG   HandlerThread:8018 [handler.py:handle_request():146] handle_request: run_start
2024-02-05 23:53:17,171 DEBUG   HandlerThread:8018 [system_info.py:__init__():27] System info init
2024-02-05 23:53:17,171 DEBUG   HandlerThread:8018 [system_info.py:__init__():42] System info init done
2024-02-05 23:53:17,171 INFO    HandlerThread:8018 [system_monitor.py:start():194] Starting system monitor
2024-02-05 23:53:17,171 INFO    SystemMonitor:8018 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-02-05 23:53:17,171 INFO    HandlerThread:8018 [system_monitor.py:probe():214] Collecting system info
2024-02-05 23:53:17,172 INFO    SystemMonitor:8018 [interfaces.py:start():190] Started cpu monitoring
2024-02-05 23:53:17,172 INFO    SystemMonitor:8018 [interfaces.py:start():190] Started disk monitoring
2024-02-05 23:53:17,172 INFO    SystemMonitor:8018 [interfaces.py:start():190] Started gpu monitoring
2024-02-05 23:53:17,173 INFO    SystemMonitor:8018 [interfaces.py:start():190] Started memory monitoring
2024-02-05 23:53:17,173 INFO    SystemMonitor:8018 [interfaces.py:start():190] Started network monitoring
2024-02-05 23:53:17,181 DEBUG   HandlerThread:8018 [system_info.py:probe():151] Probing system
2024-02-05 23:53:17,182 DEBUG   HandlerThread:8018 [system_info.py:_probe_git():136] Probing git
2024-02-05 23:53:17,186 DEBUG   HandlerThread:8018 [system_info.py:_probe_git():144] Probing git done
2024-02-05 23:53:17,186 DEBUG   HandlerThread:8018 [system_info.py:probe():199] Probing system done
