2024-02-04 07:27:54,556 INFO    StreamThr :1061 [internal.py:wandb_internal():86] W&B internal server running at pid: 1061, started at: 2024-02-04 07:27:54.555492
2024-02-04 07:27:54,556 DEBUG   HandlerThread:1061 [handler.py:handle_request():146] handle_request: status
2024-02-04 07:27:54,557 INFO    WriterThread:1061 [datastore.py:open_for_write():87] open: /home/jovyan/Brax-Rodent-Run/wandb/run-20240204_072754-7hv3x6zq/run-7hv3x6zq.wandb
2024-02-04 07:27:54,558 DEBUG   SenderThread:1061 [sender.py:send():382] send: header
2024-02-04 07:27:54,560 DEBUG   SenderThread:1061 [sender.py:send():382] send: run
2024-02-04 07:27:54,784 INFO    SenderThread:1061 [dir_watcher.py:__init__():211] watching files in: /home/jovyan/Brax-Rodent-Run/wandb/run-20240204_072754-7hv3x6zq/files
2024-02-04 07:27:54,784 INFO    SenderThread:1061 [sender.py:_start_run_threads():1136] run started: 7hv3x6zq with start time 1707031674.555492
2024-02-04 07:27:54,789 DEBUG   HandlerThread:1061 [handler.py:handle_request():146] handle_request: check_version
2024-02-04 07:27:54,789 DEBUG   SenderThread:1061 [sender.py:send_request():409] send_request: check_version
2024-02-04 07:27:54,848 DEBUG   HandlerThread:1061 [handler.py:handle_request():146] handle_request: run_start
2024-02-04 07:27:54,873 DEBUG   HandlerThread:1061 [system_info.py:__init__():27] System info init
2024-02-04 07:27:54,873 DEBUG   HandlerThread:1061 [system_info.py:__init__():42] System info init done
2024-02-04 07:27:54,873 INFO    HandlerThread:1061 [system_monitor.py:start():194] Starting system monitor
2024-02-04 07:27:54,874 INFO    SystemMonitor:1061 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-02-04 07:27:54,874 INFO    HandlerThread:1061 [system_monitor.py:probe():214] Collecting system info
2024-02-04 07:27:54,874 INFO    SystemMonitor:1061 [interfaces.py:start():190] Started cpu monitoring
2024-02-04 07:27:54,875 INFO    SystemMonitor:1061 [interfaces.py:start():190] Started disk monitoring
2024-02-04 07:27:54,875 INFO    SystemMonitor:1061 [interfaces.py:start():190] Started gpu monitoring
2024-02-04 07:27:54,877 INFO    SystemMonitor:1061 [interfaces.py:start():190] Started memory monitoring
2024-02-04 07:27:54,878 INFO    SystemMonitor:1061 [interfaces.py:start():190] Started network monitoring
2024-02-04 07:27:54,891 DEBUG   HandlerThread:1061 [system_info.py:probe():151] Probing system
2024-02-04 07:27:54,893 DEBUG   HandlerThread:1061 [system_info.py:_probe_git():136] Probing git
2024-02-04 07:27:54,899 DEBUG   HandlerThread:1061 [system_info.py:_probe_git():144] Probing git done
2024-02-04 07:27:54,899 DEBUG   HandlerThread:1061 [system_info.py:probe():199] Probing system done
